OBJECTID,Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id,ORIG_FID
3625,2116,Colli Orti,settlement,Imperial Period,-30,500,12.512780007280000,42.304195639299998,A,0.020000000000000,E,"Verga 2006, p.62",72,3624
3626,2117,Poggio Sommavilla,settlement,Imperial Period,-30,500,12.518872642960000,42.305517203660003,A,0.200000000000000,E,"Verga 2006, p.62",74,3625
3627,2118,Colle Pelatone,settlement,Republican Period,-100,-30,12.493606124399999,42.304934819360000,A,0.050000000000000,E,"Verga 2006, p.63",75,3626
3628,2118,Colle Pelatone,settlement,Imperial Period,-30,500,12.493606124399999,42.304934819360000,A,0.050000000000000,E,"Verga 2006, p.63",75,3627
3629,2119,Grapignano,settlement,Imperial Period,-30,300,12.502364288190000,42.311945830280003,A,0.040000000000000,C,"Verga 2006, p.63",76,3628
3630,2120,Campo Rampone,settlement,Archaic Period,-600,-500,12.529198764469999,42.295661469469998,A,0.090000000000000,E,"Verga 2006, p.64",77,3629
3631,2120,Campo Rampone,settlement,Post-Archaic Period,-500,-300,12.529198764469999,42.295661469469998,A,0.090000000000000,E,"Verga 2006, p.64",77,3630
3632,2120,Campo Rampone,settlement,Imperial Period,-30,500,12.529198764469999,42.295661469469998,A,0.090000000000000,E,"Verga 2006, p.64",77,3631
3633,2121,Campo Rampone,settlement,Imperial Period,-30,500,12.530005142720000,42.296288652549997,A,0.020000000000000,E,"Verga 2006, p.64",78,3632
3634,2121,Campo Rampone,settlement,Archaic Period,-600,-500,12.530005142720000,42.296288652549997,A,0.020000000000000,E,"Verga 2006, p.64",78,3633
3635,2122,Pozza,settlement,Imperial Period,-30,500,12.549739010500000,42.309213103979999,A,0.020000000000000,E,"Verga 2006, p.64",79,3634
3636,2123,Valle de L'Aia,settlement,Republican Period,-100,-30,12.567613728420000,42.310848259879997,A,0.080000000000000,E,"Verga 2006, p.64",80,3635
3637,2123,Valle de L'Aia,settlement,Imperial Period,-30,300,12.567613728420000,42.310848259879997,A,0.080000000000000,E,"Verga 2006, p.64",80,3636
3638,2124,Colli Floridi,settlement,Imperial Period,-30,200,12.562804048769999,42.318598572690000,A,0.090000000000000,C,"Verga 2006, p.66",83,3637
3639,2125,Barcone,settlement,Republican Period,-100,-30,12.556997544320000,42.330934279570002,A,0.010000000000000,E,"Verga 2006, p.66",84,3638
3640,2125,Barcone,settlement,Imperial Period,-30,200,12.556997544320000,42.330934279570002,A,0.010000000000000,E,"Verga 2006, p.66",84,3639
3641,2126,Vallorio,settlement,Imperial Period,-30,500,12.556025640140000,42.325526505029998,A,0.080000000000000,E,"Verga 2006, p.66",85,3640
3642,2127,Vallorio,settlement,Imperial Period,-30,500,12.555676751460000,42.297341283860000,A,0.200000000000000,E,"Verga 2006, p.66",87,3641
3643,2128,Foglia-San Martino,settlement,Imperial Period,-30,500,12.478543790650001,42.335676372489999,A,0.060000000000000,E,"Verga 2006, p.66",89,3642
3644,2129,Ponte del Peccato,settlement,Iron Age,-800,-600,12.518050554129999,42.315487249329998,A,0.030000000000000,E,"Verga 2006, p.67",90,3643
3645,2129,Ponte del Peccato,settlement,Archaic Period,-600,-500,12.518050554129999,42.315487249329998,A,0.030000000000000,E,"Verga 2006, p.67",90,3644
3646,2129,Ponte del Peccato,settlement,Post-Archaic Period,-500,-300,12.518050554129999,42.315487249329998,A,0.030000000000000,E,"Verga 2006, p.67",90,3645
3647,2129,Ponte del Peccato,settlement,Republican Period,-300,-30,12.518050554129999,42.315487249329998,A,0.030000000000000,E,"Verga 2006, p.67",90,3646
3648,2129,Ponte del Peccato,settlement,Imperial Period,30,500,12.518050554129999,42.315487249329998,A,0.030000000000000,E,"Verga 2006, p.67",90,3647
3649,2130,Foglia-Civitavecchia,settlement,Archaic Period,-600,-500,12.474207602780000,42.337395895269999,A,0.030000000000000,C,"Verga 2006, p.68",95,3648
3650,2130,Foglia-Civitavecchia,settlement,Republican Period,-100,-30,12.474207602780000,42.337395895269999,A,0.030000000000000,E,"Verga 2006, p.68",95,3649
3651,2131,Colle Rosetta,settlement,Archaic Period,-600,-500,12.482381566120001,42.312948767089999,A,0.200000000000000,E,"Verga 2006, p.68",96,3650
3652,2131,Colle Rosetta,settlement,Post-Archaic Period,-500,-300,12.482381566120001,42.312948767089999,A,0.200000000000000,E,"Verga 2006, p.68",96,3651
3653,2131,Colle Rosetta,settlement,Republican Period Period,-300,-30,12.482381566120001,42.312948767089999,A,0.200000000000000,E,"Verga 2006, p.68",96,3652
3654,2131,Colle Rosetta,settlement,Imperial Period,-30,100,12.482381566120001,42.312948767089999,A,0.200000000000000,E,"Verga 2006, p.68",96,3653
3655,2132,Colle Tondo,settlement,Republican Period Period,-100,-30,12.488462197390000,42.309260515330003,A,0.060000000000000,E,"Verga 2006, p.73",98,3654
3656,2132,Colle Tondo,settlement,Imperial Period,-30,500,12.488462197390000,42.309260515330003,A,0.060000000000000,E,"Verga 2006, p.73",98,3655
3657,2133,Colle Tondo,settlement,Republican Period,-100,-30,12.484724104400000,42.307665595659998,A,0.040000000000000,C,"Verga 2006, p.73",99,3656
3658,2134,Capo l'Aia,settlement,Republican Period,-100,-30,12.497956953599999,42.302008614930003,A,0.080000000000000,E,"Verga 2006, p.74",101,3657
3659,2134,Capo l'Aia,settlement,Imperial Period,-30,300,12.497956953599999,42.302008614930003,A,0.080000000000000,E,"Verga 2006, p.74",101,3658
3660,2135,Caroci,settlement,Imperial Period,-30,100,12.534615185560000,42.308612579209999,A,0.100000000000000,C,"Verga 2006, p.74",102,3659
3661,2136,Poggio Sommavilla,settlement,Bronze Age,-1200,-1000,12.522681881700001,42.305069355190000,A,2.000000000000000,B,"Verga 2006, p.51",47,3660
3662,2136,Poggio Sommavilla,settlement,Archaic Period,-700,-450,12.520522670900000,42.307728410759999,A,30.000000000000000,B,"Verga 2006, p.51",47,3661
3663,2136,Poggio Sommavilla,settlement,Iron Age,-1000,-700,12.522682877099999,42.305086966979999,A,2.000000000000000,B,"Verga 2006, p.51",47,3662
3664,2137,Casale della Marcigliana,settlement,Republican Period,-100,-30,12.524982519610001,42.013126117810003,A,0.500000000000000,D,"Quilici and Quilici 1980, p. 183",9,3663
3665,2137,Casale della Marcigliana,settlement,Imperial Period,-30,200,12.524982519610001,42.013126117810003,A,0.500000000000000,D,"Quilici and Quilici 1980, p. 183",9,3664
3666,2138,Casale della Marcigliana,settlement,Republican Period,-400,-30,12.526996077110001,42.011346761939997,A,0.200000000000000,D,"Quilici and Quilici 1980, p. 187",10,3665
3667,2138,Casale della Marcigliana,settlement,Imperial Period,-30,200,12.526996077110001,42.011346761939997,A,0.200000000000000,D,"Quilici and Quilici 1980, p. 187",10,3666
3668,2139,Casale della Marcigliana,settlement,Archaic Period,-600,-500,12.527194262040000,42.009637519919998,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 188",11,3667
3669,2140, ,settlement,Iron Age,-700,-700,12.522441429040001,42.007269247160004,A,1.100000000000000,B,"Quilici and Quilici 1980, p. 188",12,3668
3670,2140, ,settlement,Republican Period,-400,-200,12.522707049470000,42.007446198469999,A,0.400000000000000,B,"Quilici and Quilici 1980, p. 188",12,3669
3671,2140, ,settlement,Imperial Period,1,200,12.522176082650001,42.006999169120000,A,0.100000000000000,B,"Quilici and Quilici 1980, p. 188",12,3670
3672,2141, ,settlement,Republican Period,-500,-30,12.526157460729999,42.007049015600003,A,0.500000000000000,B,"Quilici and Quilici 1980, p. 188",13,3671
3673,2142, ,settlement,Archaic Period,-600,-400,12.533813006730000,42.011818499669999,A,1.240000000000000,B,"Quilici and Quilici 1980, p. 189",15,3672
3674,2142, ,settlement,Republican Period,-400,-200,12.533839011680000,42.011606210209997,A,0.600000000000000,B,"Quilici and Quilici 1980, p. 189",15,3673
3675,2141, ,settlement (villa),Imperial Period,-30,200,12.525511089620000,42.006930007619999,A,0.160000000000000,B,"Quilici and Quilici 1980, p. 188",13,3674
3676,2142, ,settlement (villa),Imperial Period,1,200,12.533783364600000,42.011650295519999,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 189",15,3675
3677,2144, ,settlement,Republican Period,-400,-300,12.537927062670001,42.011534570540000,A,0.230000000000000,B,"Quilici and Quilici 1980, p. 190",17,3676
3678,2145, ,settlement,Archaic Period,-600,-500,12.541466276870000,42.011216173430000,A,1.500000000000000,B,"Quilici and Quilici 1980, p. 190",18,3677
3679,2145, ,settlement,Republican Period,-500,-300,12.541591232820000,42.010940578970001,A,0.600000000000000,B,"Quilici and Quilici 1980, p. 190",18,3678
3680,2145, ,settlement,Imperial Period,1,200,12.541481580550000,42.011729453359997,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 190",18,3679
3681,2143,Casale Monticelli,settlement,Archaic Period,-600,-500,12.534442970690000,42.010320202330000,A,1.000000000000000,B,"Quilici and Quilici 1980, p. 190",16,3680
3682,2143,Casale Monticelli,settlement (villa),Imperial Period,1,200,12.532937467700000,42.010175452559999,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 190",16,3681
3683,2146, ,settlement,Archaic Period,-700,-500,12.538505802860000,42.009751573910002,A,0.800000000000000,B,"Quilici and Quilici 1980, p. 192",19,3682
3684,2146, ,settlement,Republican Period,-500,-300,12.538642480189999,42.009640285590002,A,0.400000000000000,B,"Quilici and Quilici 1980, p. 192",19,3683
3685,2146, ,settlement,Imperial Period,1,200,12.538167999410000,42.010003690810002,A,0.200000000000000,B,"Quilici and Quilici 1980, p. 192",19,3684
3686,2153, ,settlement,Republican Period,-500,-200,12.522802865130000,42.001785676910004,A,0.700000000000000,B,"Quilici and Quilici 1980, p. 196",29,3685
3687,2147,Casale Monticelli,settlement,Imperial Period,1,200,12.532756484120000,42.008051899069997,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 193",20,3686
3688,2148, ,settlement,Archaic Period,-600,-500,12.532493560520001,42.005691245450002,A,0.500000000000000,B,"Quilici and Quilici 1980, p. 193",21,3687
3689,2148, ,settlement (villa),Imperial Period,1,200,12.532379752640001,42.005073912230003,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 193",21,3688
3690,2149, ,settlement (villa),Imperial Period,1,200,12.534332601739999,42.001365536690003,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 195",23,3689
3691,2150, ,settlement,Archaic Period,-600,-500,12.536386884400001,41.999493216070000,A,0.700000000000000,B,"Quilici and Quilici 1980, p. 195",24,3690
3692,2150, ,settlement,Republican Period,-500,-300,12.536576886240001,41.999515068379999,A,0.400000000000000,B,"Quilici and Quilici 1980, p. 195",24,3691
3693,2151, ,settlement,Archaic Period,-600,-400,12.533092918880000,41.998604048479997,A,0.600000000000000,B,"Quilici and Quilici 1980, p. 196",26,3692
3694,2152, ,settlement,Archaic Period,-600,-400,12.528986240709999,42.002644278230001,A,0.800000000000000,B,"Quilici and Quilici 1980, p. 196",27,3693
3695,2152, ,settlement,Imperial Period,1,200,12.528818372540000,42.002808878400003,A,0.100000000000000,B,"Quilici and Quilici 1980, p. 196",27,3694
3696,2153, ,settlement,Archaic Period,-600,-500,12.522792826450001,42.001808792849999,A,1.400000000000000,B,"Quilici and Quilici 1980, p. 196",29,3695
3697,2154,Casale di Malpasso,settlement,Archaic Period,-600,-500,12.524241578930001,41.999740807389998,A,1.600000000000000,B,"Quilici and Quilici 1980, p. 197",30,3696
3698,2154,Casale di Malpasso,settlement,Republican Period,-500,-30,12.524539165240000,41.999886631540001,A,0.500000000000000,B,"Quilici and Quilici 1980, p. 197",30,3697
3699,2154,Casale di Malpasso,settlement,Imperial Period,-30,200,12.524434419269999,41.999613277130003,A,0.200000000000000,B,"Quilici and Quilici 1980, p. 197",30,3698
3700,2155,Settebagni,settlement,Archaic Period,-700,-500,12.519867378470000,41.992268956700002,A,7.100000000000000,B,"Quilici and Quilici 1980, p. 198",31,3699
3701,2155,Settebagni,settlement,Republican Period,-500,-30,12.520331976890001,41.992278616850001,A,2.400000000000000,B,"Quilici and Quilici 1980, p. 198",31,3700
3702,2155,Settebagni (Praetorium Fidenatium),"settlement, imperial complex",Imperial Period,-30,200,12.519509014870000,41.992382235270000,A,10.699999999999999,B,"Quilici and Quilici 1980, p. 198",31,3701
3703,2156,Monte di Casa,settlement,Republican Period,-500,-400,12.524567561770001,41.992537356070002,A,0.700000000000000,B,"Quilici and Quilici 1980, p. 203",32,3702
3704,2156,Monte di Casa,settlement,Republican Period,-400,-200,12.524780593459999,41.992509613670002,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 203",32,3703
3705,2157,Monte di Casa,settlement,Republican Period,-500,-400,12.528362777190001,41.994909143089998,A,1.000000000000000,B,"Quilici and Quilici 1980, p. 203",33,3704
3706,2158,Monte di Casa,settlement (villa),Imperial Period,1,200,12.527315325000000,41.993139665629997,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 203",34,3705
3707,2159, ,settlement (villa),Imperial Period,1,200,12.522968662209999,41.990658727819998,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 204",35,3706
3708,2160, ,settlement,Republican Period,-400,-200,12.530916601370000,41.991850419050003,A,0.800000000000000,B,"Quilici and Quilici 1980, p. 213",38,3707
3709,2160, ,settlement (villa),Imperial Period,1,200,12.530888044750000,41.991823594780001,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 213",38,3708
3710,2161, ,settlement,Archaic Period,-600,-500,12.531116512600001,41.989473353489998,A,1.000000000000000,B,"Quilici and Quilici 1980, p. 213",39,3709
3711,2161, ,settlement,Republican Period,-500,-30,12.531234534199999,41.989588658850003,A,0.400000000000000,B,"Quilici and Quilici 1980, p. 213",39,3710
3712,2161, ,settlement (villa),Imperial Period,-30,200,12.531264862650000,41.989694164239999,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 213",39,3711
3713,2162, ,settlement,Archaic Period,-600,-500,12.532908655160000,41.988882913630000,A,1.100000000000000,B,"Quilici and Quilici 1980, p. 214",40,3712
3714,2162, ,settlement,Republican Period,-500,-30,12.532961092310000,41.988837104959998,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 214",40,3713
3715,2162, ,settlement (villa),Imperial Period,-30,200,12.533060487529999,41.989128075899998,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 214",40,3714
3716,2163,Podere Formicola,settlement,Archaic Period,-600,-500,12.537852272380000,41.992249066920003,A,2.400000000000000,B,"Quilici and Quilici 1980, p. 215",41,3715
3717,2163,Podere Formicola,settlement,Republican Period,-500,-200,12.537629448410000,41.992319512320002,A,1.000000000000000,B,"Quilici and Quilici 1980, p. 215",41,3716
3718,2163,Podere Formicola,settlement (villa),Imperial Period,1,200,12.535726124409999,41.991742185000000,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 215",41,3717
3719,2164,Podere Formicola,settlement,Republican Period,-100,-30,12.541120939830000,41.994703418539999,A,0.400000000000000,B,"Quilici and Quilici 1980, p. 215",42,3718
3720,2164,Podere Formicola,settlement,Republican Period,-500,-200,12.541118476219999,41.994723362489999,A,0.400000000000000,B,"Quilici and Quilici 1980, p. 215",42,3719
3721,2164,Podere Formicola,settlement,Archaic Period,-700,-500,12.540817670919999,41.994831321640000,A,1.700000000000000,B,"Quilici and Quilici 1980, p. 215",42,3720
3722,2165, ,settlement,Republican Period,-500,-400,12.544297634199999,41.996666350159998,A,0.800000000000000,B,"Quilici and Quilici 1980, p. 217",44,3721
3723,2165, ,settlement,Republican Period,-400,-200,12.544338783330000,41.996328605190001,A,0.340000000000000,B,"Quilici and Quilici 1980, p. 217",44,3722
3724,2166, ,settlement,Archaic Period,-600,-400,12.542237932330000,41.998087070399997,A,0.600000000000000,B,"Quilici and Quilici 1980, p. 217",45,3723
3725,2164,Podere Formicola,settlement (villa),Imperial Period,-30,200,12.539232853980000,41.993629616989999,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 215",42,3724
3726,2165, ,settlement (villa),Imperial Period,1,200,12.544133194460001,41.996726195030000,A,0.150000000000000,B,"Quilici and Quilici 1980, p. 217",44,3725
3727,2166, ,settlement (villa),Republican Period,-100,-30,12.541868487440000,41.998150047949999,A,0.250000000000000,B,"Quilici and Quilici 1980, p. 217",45,3726
3728,2166, ,settlement (villa),Imperial Period,-30,200,12.541868487440000,41.998150047949999,A,0.250000000000000,B,"Quilici and Quilici 1980, p. 217",45,3727
3729,2167, ,settlement,Archaic Period,-600,-400,12.545478560239999,41.999733340550002,A,1.600000000000000,B,"Quilici and Quilici 1980, p. 217",46,3728
3730,2167, ,settlement,Republican Period,-200,-30,12.545904405050001,41.999912264949998,A,0.400000000000000,B,"Quilici and Quilici 1980, p. 217",46,3729
3731,2168,tenuta di S. Antonio,settlement,Archaic Period,-600,-500,12.544117972690000,42.001866017200001,A,1.700000000000000,B,"Quilici and Quilici 1980, p. 218",47,3730
3732,2168,tenuta di S. Antonio,settlement,Republican Period,-500,-200,12.544175585770001,42.001877122629999,A,0.600000000000000,B,"Quilici and Quilici 1980, p. 218",47,3731
3733,2167, ,settlement (villa),Imperial Period,-30,200,12.545437519249999,41.999657614109999,A,0.400000000000000,B,"Quilici and Quilici 1980, p. 217",46,3732
3734,2169,tenuta di S. Antonio,settlement,Republican Period,-400,-200,12.541771131479999,42.003981305460002,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 218",48,3733
3735,2169,tenuta di S. Antonio,settlement (villa),Imperial Period,-30,200,12.541771131479999,42.003981305460002,A,0.300000000000000,B,"Quilici and Quilici 1980, p. 218",48,3734
